번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
89,개방화장실,초량1동주민센터,"부산광역시 동구 중앙대로179번길 33, 초량1동주민자치센터 1층 (초량동)",부산광역시 동구 초량동 592-13 초량1동주민자치센터,N,1,1,0,0,0,0,1,0,0,초량1동주민센터,051-440-6102,09:00~18:00,1905-05,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,1905-06,2019-12-30
90,개방화장실,초량2동주민센터,"부산광역시 동구 중앙대로209번길 30, 초량2동 주민자치센터 1층 (초량동)",부산광역시 동구 초량동 444-1 초량2동 주민자치센터,N,0,2,1,0,0,0,1,1,0,초량2동주민센터,051-440-6128,09:00~18:00,1905-06,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2019-12-30
91,개방화장실,초량3동우체국,"부산광역시 동구 중앙대로236번길 3-4, 초량3동우체국 1층 (초량동)",부산광역시 동구 초량동 1194-10,N,2,2,0,0,0,0,2,0,0,초량3동우체국,051-462-3007,09:00~18:00,1905-06,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2019-12-30
92,개방화장실,부산진세무서,"부산광역시 동구 진성로 23, 부산진세무서 (수정동)",부산광역시 동구 수정동 247-7,N,4,2,1,0,0,0,5,1,0,부산진세무서,051-461-9242,09:00~18:00,1905-07,,,지방자치단체,공공용시설,수세식,N,없음,N,Y,남자화장실+여자화장실,,2019-12-30
93,개방화장실,초량3동 주민센터,"부산광역시 동구 초량상로 112, 초량3동주민센터 1층 (초량동)",부산광역시 동구 초량동 110-1 초량3동주민센터,N,2,2,0,0,0,0,3,0,0,초량3동 주민센터,051-440-6141,09:00~18:00,1905-06,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,1905-07,2019-12-30
94,개방화장실,초량우체국,"부산광역시 동구 초량상로 71, 초량 우체국 1층 (초량동)",부산광역시 동구 초량동 296-40 초량 우체국,N,0,0,1,1,0,0,0,1,0,초량우체국,051-467-2005,09:00~18:00,1905-06,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2019-12-30
95,개방화장실,초량지구대,"부산광역시 동구 초량상로65번길 2, 초량지구대 청사 1층 (초량동)",부산광역시 동구 초량동 970-20 초량지구대 청사,N,0,1,1,1,0,0,0,1,0,초량지구대,051-465-6223,09:00~18:00,1905-07,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2019-12-30
96,개방화장실,부산항 국제여객터미널,"부산광역시 동구 충장대로 206, 부산항 국제여객터미널 2층 (초량동)",부산광역시 동구 초량동 45-39 부산항 국제여객터미널,N,7,11,2,0,1,0,20,2,1,부산항 국제여객터미널,051-400-1213,05:00~21:00,1905-06,,,지방자치단체,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,1905-07,2019-12-30
97,개방화장실,항만소방서 소방정대,"부산광역시 동구 충장대로 286, 부두119안전센터(소방정대2층 대기실 옆) (좌천동)",부산광역시 동구 좌천동 1166-4 부두119안전센터,Y,3,3,0,0,0,0,0,0,0,항만소방서 소방정대,051-760-6952,09:00~18:00,1905-06,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2019-12-30
98,개방화장실,수정1동 주민센터,"부산광역시 동구 홍곡로 71, 수정1동 주민자치센터 (수정동)",부산광역시 동구 수정동 1011-126 수정1동 주민자치센터,N,1,1,0,0,0,0,1,0,0,수정1동 주민센터,051-440-6181,09:00~18:00,1905-06,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2019-12-30
99,간이화장실,좌천체육공원,부산광역시 동구 구청로 1,좌천동 749-1,N,1,1,0,0,0,0,1,0,0,동구청 자원순환과,051-440-4441,24시간,2019-10,,,지방자치단체,관광·체육시설,수거식,Y,남자화장실+여자화장실,N,N,없음,,2019-12-30
100,간이화장실,수정5동 체육공원,부산광역시 동구 구청로 1,수정동 589-14,N,1,1,0,0,0,0,1,0,0,동구청 문화체육관광과,051-440-4375,24시간,2006-01,,,지방자치단체,관광·체육시설,수세식,Y,남자화장실+여자화장실,N,N,없음,,2020-04-06
101,간이화장실,수정4동 초소,부산광역시 동구 구청로 1,수정동 산 35-23,N,1,1,0,0,0,0,2,0,0,동구청 일자리경제과,051-440-4535,24시간,2011-01,,,지방자치단체,공공용시설,수거식,Y,남자화장실+여자화장실,N,N,없음,,2019-12-30
102,개방화장실,수정상가,"부산광역시 동구 고관로 106 (수정동, 수정상가아파트)",부산광역시 동구 수정동 170-1 수정상가아파트,N,2,5,0,0,0,0,4,0,0,수정상가,051-468-6176,10:30~20:00,1905-06,,,민간,상업시설,수세식,N,없음,N,N,없음,,2019-12-30
103,개방화장실,인창병원,"부산광역시 동구 중앙대로 281, 인창병원 1층 (초량동)",부산광역시 동구 초량동 1147-2 인창병원,N,4,4,2,1,0,0,4,2,0,인창병원,051-466-1004,09:00~18:00,1905-06,,,민간,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,1905-06,2019-12-30
104,개방화장실,부산은행고관점,"부산광역시 동구 고관로 74, 부산은행 고관점 1층 (초량동)",부산광역시 동구 초량동 1143-11,N,2,2,0,0,0,0,2,0,0,부산은행고관점,051-468-4341,09:00~16:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
105,개방화장실,문화병원,"부산광역시 동구 범일로 119, 좋은문화병원(신관1층,별관1층) (범일동)",부산광역시 동구 범일동 899-8 좋은문화병원,N,6,5,4,1,0,0,7,3,0,문화병원,051-630-0849,09:00~18:00,1905-05,,,민간,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,1905-07,2019-12-30
106,개방화장실,현대백화점,"부산광역시 동구 범일로 125, 현대백화점(여2층,3층,남3층) (범일동)",부산광역시 동구 범일동 62-5 현대백화점 부산점,N,3,1,1,0,0,0,6,0,0,현대백화점,051-667-2211,10:30~20:00,1905-06,,,민간,상업시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,1905-07,2019-12-30
107,개방화장실,남문시장,"부산광역시 동구 범일로65번길 8, 남문시장 1층 (범일동)",부산광역시 동구 범일동 290-3 남문시장,N,5,8,0,0,0,0,5,0,0,남문시장,051-645-9691,07:00~19:00,1905-05,,,민간,상업시설,수세식,N,없음,N,N,없음,1905-06,2019-12-30
108,개방화장실,대박주유소,"부산광역시 동구 성남로 42, 대양가스충전주유소 (좌천동)",부산광역시 동구 좌천동 68-876 대양가스충전주유소,N,2,2,0,0,0,0,2,0,0,대박주유소,051-634-5252,24시간,1905-06,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2019-12-30
109,개방화장실,대양주유소,"부산광역시 동구 성남로 74, (주)대양씨앤씨 직영주유소 (범일동)",부산광역시 동구 범일동 252-1908 (주)대양씨앤씨 직영주유소,N,2,2,0,0,0,0,2,0,0,대양주유소,051-646-5563,24시간,1905-07,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2019-12-30
110,개방화장실,sk형제주유소,"부산광역시 동구 자성로 127, SK형제주유소 1층 (범일동)",부산광역시 동구 범일동 828-8 형제주유소,N,1,2,0,0,0,0,2,0,0,맥도날드,070-7731-2990,24시간,1905-07,,,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2019-12-30
111,개방화장실,눌원빌딩,"부산광역시 동구 자성로 134, 눌원빌딩 1층 (범일동)",부산광역시 동구 범일동 825-3 눌원빌딩,N,2,3,0,0,0,0,2,0,0,눌원빌딩,051-631-0771,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,1905-06,2019-12-30
112,개방화장실,한국가스LPG충전소,"부산광역시 동구 자성로133번길 39, 한국가스LPG충전소(남1층,여1,5층) (범일동)",부산광역시 동구 범일동 830-120 한국가스LPG충전소,N,4,4,0,0,0,0,2,0,0,한국가스LPG충전소,051-635-3131,24시간,1905-05,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,1905-07,2019-12-30
113,개방화장실,일신기독병원,"부산광역시 동구 정공단로 27, 일신기독병원 1층 (좌천동)",부산광역시 동구 좌천동 471-1 일신기독병원,N,9,9,1,1,0,0,14,0,0,일신기독병원,051-630-0300,09:00~18:00,1905-05,,,민간,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,1905-06,2019-12-30
114,개방화장실,상록빌딩,"부산광역시 동구 조방로 4, 상록빌딩 1층 (범일동)",부산광역시 동구 범일동 828-9 상록,N,2,3,1,0,0,0,3,1,0,대성문,051-647-9734,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,Y,N,없음,1905-07,2019-12-30
115,개방화장실,자유도매시장,"부산광역시 동구 조방로 48, 자유도매시장 (범일동)",부산광역시 동구 범일동 830-24,N,3,3,0,0,0,0,7,0,0,자유도매시장,051-634-2532,07:00~18:00,1905-06,,,민간,상업시설,수세식,N,없음,Y,N,없음,1905-07,2019-12-30
116,개방화장실,한양상가,"부산광역시 동구 조방로16번길 17, 상가동 1층 (범일동, 범일한양아파트)",부산광역시 동구 범일동 830-90 범일한양아파트,N,2,2,0,0,0,0,2,0,0,한양상가,051-636-6460,10:00~20:00,1905-05,,,민간,상업시설,수세식,N,없음,N,N,없음,1905-07,2019-12-30
117,개방화장실,부산버스회관,"부산광역시 동구 조방로26번길 10, 부산버스회관 1층 (범일동)",부산광역시 동구 범일동 830-133,N,2,3,0,0,0,0,2,0,0,부산버스회관,051-791-4500,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,1905-07,2019-12-30
118,개방화장실,천일주유소,"부산광역시 동구 중앙대로 168, 천일주유소 1층 (초량동)",부산광역시 동구 초량동 1211-9,N,2,1,0,0,0,0,1,0,0,천일주유소,051-466-1001,00:00~23:50,1905-06,,,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2019-12-30
119,개방화장실,대한통운빌딩,"부산광역시 동구 중앙대로 176, 대한통운빌딩 1층 (초량동)",부산광역시 동구 초량동 1211-1 대한통운빌딩,N,2,3,0,0,0,0,2,0,0,대한통운빌딩,051-441-0206,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
120,개방화장실,삼성화재빌딩,"부산광역시 동구 중앙대로 184, 삼성화재 부산초량사옥 1층 (초량동)",부산광역시 동구 초량동 1205-22 삼성화재 부산초량사옥,N,2,3,1,0,0,0,3,1,0,삼성화재빌딩,051-461-8114,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
121,개방화장실,대한교원공제회,"부산광역시 동구 중앙대로 192, 한국교직원공제회 부산회관 2층 (초량동)",부산광역시 동구 초량동 1205-1 한국교직원공제회 부산회관,N,3,4,0,0,0,0,2,0,0,대한교원공제회,051-442-3215,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
122,개방화장실,엠디엠타워,"부산광역시 동구 중앙대로 222, 엠디엠타워 1층 (초량동)",부산광역시 동구 초량동 1199-3 엠디엠타워,N,2,3,0,0,0,0,2,0,0,삼성생명빌딩,051-465-7294,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,1905-07,2019-12-30
123,개방화장실,해정빌딩,"부산광역시 동구 중앙대로 233, 해정빌딩 2층 (초량동)",부산광역시 동구 초량동 207-1,N,2,2,0,0,0,0,2,0,0,해정빌딩,051-465-5933,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,1905-07,2019-12-30
124,개방화장실,현대해상빌딩,"부산광역시 동구 중앙대로 240, 현대해상빌딩 1층 (초량동)",부산광역시 동구 초량동 1193-5,N,1,2,1,1,0,0,4,1,0,현대해상빌딩,051-960-1102,09:00~18:00,1905-07,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
125,개방화장실,새담빌딩,"부산광역시 동구 중앙대로 262, (새담빌딩한국정보통신공사협회) 1층 (초량동)",부산광역시 동구 초량동 1169-13 한국정보통신공사협회,N,1,1,0,0,0,0,1,0,0,새담빌딩,051-465-0811,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
126,개방화장실,아모레퍼시픽빌딩,"부산광역시 동구 중앙대로 276, (주)아모레퍼시픽 2층 (초량동)",부산광역시 동구 초량동 1164-9 (주)아모레퍼시픽,N,2,2,0,0,0,0,4,0,0,아모레퍼시픽빌딩,051-461-0663,09:00~18:00,1905-07,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
127,개방화장실,SK초량주유소,"부산광역시 동구 중앙대로 302, 1층 (초량동)",부산광역시 동구 초량동 1158-2 동방석유(주) 초량주유소,N,1,1,0,0,0,0,1,0,0,SK초량주유소,051-469-5181,00:00~23:50,1905-07,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2019-12-30
128,개방화장실,한국감정원,"부산광역시 동구 중앙대로 314, 한국감정원 부산지점 사옥 2층 (초량동)",부산광역시 동구 초량동 1157-5 한국감정원 부산지점 사옥,N,2,2,0,0,0,0,2,0,0,한국감정원,051-469-0501,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
129,개방화장실,세일병원,"부산광역시 동구 중앙대로 317, 세일병원 1층 (초량동)",부산광역시 동구 초량동 1144-3 세일병원,N,2,2,1,2,0,0,2,0,0,세일병원,051-464-8110,09:00~18:00,1905-05,,,민간,기타,수세식,Y,장애인화장실,N,N,없음,1905-07,2019-12-30
130,개방화장실,YMCA빌딩,"부산광역시 동구 중앙대로 319, 부산YMCA빌딩 1층 (초량동)",부산광역시 동구 초량동 1143-13 부산YMCA빌딩,N,2,4,0,0,0,0,2,0,0,YMCA빌딩,051-440-3338,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
131,개방화장실,성운빌딩,"부산광역시 동구 중앙대로 324, 성운빌딩 1층 (초량동)",부산광역시 동구 초량동 1152-4 성운빌딩,N,1,3,0,0,0,0,2,0,0,성운빌딩,051-442-1333,09:00~18:00,1905-06,,,민간,기타,수세식,Y,장애인화장실,N,N,없음,,2019-12-30
132,개방화장실,동구 OK주유소,"부산광역시 동구 중앙대로 352, 동구OK주유소 (초량동)",부산광역시 동구 초량동 1149-1,Y,1,1,0,0,0,0,1,0,0,동구 OK주유소,051-462-3504,00:00~23:50,1905-05,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2019-12-30
133,개방화장실,협성르네상스,"부산광역시 동구 중앙대로 360, 협성르네상스 1층 (수정동)",부산광역시 동구 수정동 79-788,N,2,2,0,0,0,0,2,0,0,협성르네상스,051-440-7091,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
134,개방화장실,부산일보사,"부산광역시 동구 중앙대로 365, 부산일보사 1층 (수정동)",부산광역시 동구 수정동 1-10,N,2,2,0,0,0,0,6,0,0,부산일보사,051-461-4581,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
135,개방화장실,봉생병원,"부산광역시 동구 중앙대로 401, 봉생병원(구관1층, 신관1층) (좌천동)",부산광역시 동구 좌천동 682-1 봉생병원,N,4,3,1,2,0,0,5,0,0,봉생병원 시설팀,051-664-4752,09:00~18:00,1905-05,,,민간,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2019-12-30
136,개방화장실,부산진주유소,"부산광역시 동구 중앙대로 414, 부산진주유소 1층 (좌천동)",부산광역시 동구 좌천동 67-6,N,1,2,0,0,0,0,1,0,0,부산진주유소,051-635-5151,00:00~23:50,1905-06,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2019-12-30
137,개방화장실,DGB생명,"부산광역시 동구 중앙대로361번길 14, DGB생명 1층 (수정동)",부산광역시 동구 수정동 3,N,2,2,1,1,0,0,3,0,0,DGB생명,051-461-7882,09:00~18:00,1905-06,,,민간,기타,수세식,N,없음,N,N,없음,,2019-12-30
138,개방화장실,부산진시장,"부산광역시 동구 진시장로 24, 부산진시장 1층 (범일동)",부산광역시 동구 범일동 290-1 부산진시장,N,7,5,0,1,0,0,12,0,0,진시장,051-646-7041,07:00~19:00,1905-05,,,민간,상업시설,수세식,N,없음,N,N,없음,1905-07,2019-12-30
139,개방화장실,해안주유소,"부산광역시 동구 충장대로 121, 해안주유소 1층 (초량동)",부산광역시 동구 초량동 1185-7,N,1,2,0,0,0,0,1,0,0,해안주유소,051-469-3879,00:00~23:50,1905-06,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,1905-07,2019-12-30
140,개방화장실,청구주유소,"부산광역시 동구 충장대로 281, 청구주유소 사무실 옆 (좌천동)",부산광역시 동구 좌천동 1152-2,Y,2,2,0,0,0,0,2,0,0,청구주유소,051-635-9698,24시간,1905-06,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2019-12-30
141,개방화장실,대한통운주유소,"부산광역시 동구 충장대로 305, 대한통운(주)부산지사영업주유소 (좌천동)",부산광역시 동구 좌천동 68-1057 대한통운(주)부산지사영업주유소,N,1,2,0,0,0,0,1,0,0,대한통운주유소,051-719-5151,24시간,1905-07,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2019-12-30
142,개방화장실,부산보훈복지회관,"부산광역시 동구 고관로 5, 부산보훈복지회관 B동 1층 (초량동)",부산광역시 동구 초량동 49-5 부산보훈복지회관,N,2,2,0,0,0,0,2,0,0,동구 복지지원과,051-440-4312,09:00~18:00,1905-07,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2019-12-30
143,개방화장실,동구보건소,"부산광역시 동구 구청로 1, 동구 보건소 (수정동)",부산광역시 동구 수정동 806-74 동구청,N,1,2,0,0,0,0,2,0,0,동구보건소,051-440-6500,09:00~18:00,1905-07,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2019-12-30
